"order_id","customer_id","order_date","channel","product_name","qty","revenue","refund_flag","promo_used","is_subscription","shipping_cost","discount_amount","net_revenue","is_repeat","retention_method","join_date","complaint_id","issue","rating","review_text","date_traffic","source_traffic","visitors"
"O0292","C625","2025-03-22","GoFood","TropicalCleanse","1","35000","0","-","0","15000","0.0","35000.0","1","discount","2024-11-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0293","C612","2025-03-10","Website","TropicalCleanse","2","80000","0","FreeTrial","0","5000","0.0","80000.0","0","none","2024-12-13","CMP0044",NULL,NULL,NULL,NULL,NULL,NULL
"O0294","C139","2025-02-22","Gym","GreenJuice","3","105000","0","FreeOngkir","0","15000","0.0","105000.0","0","subscription","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0295","C254","2025-03-28","Website","BerryBoost","3","135000","0","Diskon10%","0","5000","13500.0","121500.0","0","none","2024-11-26",NULL,NULL,"5","Kurang manis",NULL,NULL,NULL
"O0296","C413","2025-03-07","GrabFood","TropicalCleanse","2","80000","1","Diskon10%","0","5000","8000.0","72000.0","0","none","2024-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0297","C470","2025-03-23","GoFood","GreenJuice","1","45000","0","FreeTrial","1","20000","0.0","45000.0","0","none","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0298","C275","2025-02-11","GrabFood","GreenJuice","3","135000","0","-","1","5000","0.0","135000.0","1","none","2024-12-16",NULL,NULL,"5","Puas banget!",NULL,NULL,NULL
"O0299","C048","2025-01-13","GoFood","GreenJuice","1","35000","0","FreeOngkir","0","20000","0.0","35000.0","1","none","2024-11-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0300","C208","2025-03-30","Gym","TropicalCleanse","2","70000","0","-","0","15000","0.0","70000.0","1","subscription","2024-12-11",NULL,NULL,"5","Botol bocor",NULL,NULL,NULL
"O0301","C257","2025-01-11","Website","TropicalCleanse","1","35000","0","Diskon10%","0","10000","3500.0","31500.0","1","none","2024-11-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0302","C440","2025-03-25","Website","BerryBoost","1","35000","0","FreeOngkir","0","20000","0.0","35000.0","1","discount","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0303","C010","2025-01-02","GoFood","BerryBoost","2","90000","0","FreeOngkir","0","5000","0.0","90000.0","0","discount","2024-12-03",NULL,NULL,"4","Puas banget!",NULL,NULL,NULL
"O0304","C106","2025-02-10","Website","GreenJuice","1","40000","0","-","0","10000","0.0","40000.0","1","subscription","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0305","C071","2025-03-09","GoFood","TropicalCleanse","3","105000","0","-","0","10000","0.0","105000.0","1","none","2024-11-12","CMP0032",NULL,NULL,NULL,NULL,NULL,NULL
"O0306","C422","2025-03-20","GoFood","BerryBoost","1","35000","0","FreeOngkir","1","15000","0.0","35000.0","1","subscription","2024-11-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0307","C440","2025-02-10","GrabFood","BerryBoost","2","90000","0","Diskon20%","0","15000","18000.0","72000.0","1","discount","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0308","C028","2025-03-26","GrabFood","BerryBoost","3","135000","0","-","0","5000","0.0","135000.0","0","subscription","2024-12-12",NULL,NULL,"4","Gak enak",NULL,NULL,NULL
"O0309","C246","2025-03-05","Website","BerryBoost","2","90000","0","Diskon20%","1","15000","18000.0","72000.0","0","subscription","2024-12-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0310","C325","2025-01-17","Website","TropicalCleanse","2","80000","0","FreeOngkir","0","5000","0.0","80000.0","1","subscription","2024-12-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0311","C018","2025-03-17","Website","GreenJuice","1","35000","0","FreeTrial","0","15000","0.0","35000.0","1","none","2024-12-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0312","C644","2025-03-06","GrabFood","GreenJuice","3","120000","0","Diskon20%","0","15000","24000.0","96000.0","0","subscription","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0313","C086","2025-02-09","Website","BerryBoost","1","45000","0","Diskon20%","1","5000","9000.0","36000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0314","C318","2025-03-31","GoFood","BerryBoost","1","35000","0","Diskon10%","0","5000","3500.0","31500.0","0","discount","2024-12-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0315","C317","2025-03-27","GrabFood","TropicalCleanse","1","35000","0","FreeOngkir","0","20000","0.0","35000.0","0","discount","2024-12-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0316","C356","2025-03-08","GoFood","TropicalCleanse","2","70000","0","-","1","5000","0.0","70000.0","1","none","2024-11-28",NULL,NULL,"5","Enak dan segar!",NULL,NULL,NULL
"O0317","C031","2025-02-12","GrabFood","GreenJuice","3","105000","0","FreeTrial","0","20000","0.0","105000.0","0","subscription","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0318","C467","2025-03-07","Website","GreenJuice","3","105000","0","FreeOngkir","0","5000","0.0","105000.0","0","discount","2024-12-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0319","C234","2025-03-07","Website","BerryBoost","1","35000","0","Diskon10%","0","5000","3500.0","31500.0","1","discount","2024-11-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0320","C567","2025-03-25","GoFood","GreenJuice","1","40000","0","Diskon10%","1","15000","4000.0","36000.0","1","subscription","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0321","C123","2025-03-06","GoFood","BerryBoost","1","35000","0","FreeTrial","1","5000","0.0","35000.0","0","none","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0322","C477","2025-02-06","GrabFood","GreenJuice","2","70000","0","FreeOngkir","0","15000","0.0","70000.0","0","subscription","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0323","C638","2025-02-01","GoFood","TropicalCleanse","2","70000","0","Diskon20%","1","10000","14000.0","56000.0","0","discount","2024-12-15",NULL,NULL,"4","Seger pol!",NULL,NULL,NULL
"O0324","C007","2025-02-22","Website","TropicalCleanse","2","90000","0","-","1","5000","0.0","90000.0","0","discount","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0325","C674","2025-02-18","GrabFood","TropicalCleanse","2","70000","0","FreeTrial","0","5000","0.0","70000.0","1","subscription","2024-12-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0326","C146","2025-02-05","Website","BerryBoost","3","120000","0","Diskon10%","1","5000","12000.0","108000.0","0","discount","2024-11-04",NULL,NULL,"3","Terlambat datang",NULL,NULL,NULL
"O0327","C595","2025-01-13","GoFood","TropicalCleanse","2","70000","0","FreeOngkir","0","10000","0.0","70000.0","1","none","2024-12-25","CMP0047",NULL,"4","Enak dan segar!",NULL,NULL,NULL
"O0328","C243","2025-02-07","Website","GreenJuice","2","90000","0","Diskon10%","0","10000","9000.0","81000.0","1","discount","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0329","C077","2025-01-26","Website","TropicalCleanse","1","35000","0","Diskon10%","0","5000","3500.0","31500.0","0","discount","2024-11-22","CMP0021",NULL,NULL,NULL,NULL,NULL,NULL
"O0330","C549","2025-02-15","Gym","BerryBoost","2","80000","0","-","0","15000","0.0","80000.0","0","none","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0331","C618","2025-01-06","Website","GreenJuice","1","35000","0","FreeTrial","0","5000","0.0","35000.0","0","none","2024-12-13","CMP0045",NULL,"5","Gak enak",NULL,NULL,NULL
"O0332","C694","2025-02-08","Website","BerryBoost","1","40000","0","Diskon20%","0","5000","8000.0","32000.0","0","subscription","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0333","C474","2025-01-14","GrabFood","BerryBoost","1","35000","0","-","0","10000","0.0","35000.0","1","subscription","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0334","C411","2025-02-17","GoFood","TropicalCleanse","1","45000","0","FreeTrial","0","5000","0.0","45000.0","0","none","2024-11-29",NULL,NULL,"3","Rekomended!",NULL,NULL,NULL
"O0335","C203","2025-03-24","GoFood","BerryBoost","1","40000","0","FreeTrial","0","20000","0.0","40000.0","0","subscription","2024-11-13",NULL,NULL,"4","Puas banget!",NULL,NULL,NULL
"O0336","C405","2025-03-05","Website","TropicalCleanse","2","70000","0","FreeTrial","0","20000","0.0","70000.0","0","subscription","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0337","C153","2025-01-05","GoFood","TropicalCleanse","1","45000","0","Diskon10%","0","5000","4500.0","40500.0","1","subscription","2024-11-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0338","C090","2025-02-05","Website","GreenJuice","1","45000","0","Diskon20%","0","5000","9000.0","36000.0","0","discount","2024-12-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0339","C392","2025-02-15","GoFood","GreenJuice","2","90000","0","Diskon10%","0","15000","9000.0","81000.0","1","none","2024-12-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0340","C612","2025-01-29","Website","GreenJuice","1","40000","0","-","1","10000","0.0","40000.0","0","none","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0341","C103","2025-02-01","GoFood","GreenJuice","3","135000","0","FreeTrial","0","20000","0.0","135000.0","0","subscription","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0342","C364","2025-01-23","Website","TropicalCleanse","2","90000","0","FreeTrial","0","15000","0.0","90000.0","1","subscription","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0343","C582","2025-03-14","Website","BerryBoost","2","90000","0","Diskon10%","0","10000","9000.0","81000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0344","C617","2025-01-29","Website","GreenJuice","1","40000","0","FreeOngkir","0","10000","0.0","40000.0","0","subscription","2024-11-11",NULL,NULL,"5","Kurang manis",NULL,NULL,NULL
"O0345","C332","2025-01-08","Website","TropicalCleanse","3","105000","0","-","1","5000","0.0","105000.0","0","subscription","2024-12-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0346","C383","2025-03-26","Website","BerryBoost","2","80000","0","FreeTrial","1","20000","0.0","80000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0347","C655","2025-03-04","GoFood","BerryBoost","3","135000","0","FreeTrial","1","10000","0.0","135000.0","1","subscription","2024-12-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0348","C682","2025-03-17","GrabFood","GreenJuice","2","90000","0","FreeOngkir","1","20000","0.0","90000.0","1","discount","2024-11-12",NULL,NULL,"3","Terlambat datang",NULL,NULL,NULL
"O0349","C582","2025-01-05","Website","GreenJuice","3","105000","0","FreeOngkir","0","15000","0.0","105000.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0350","C080","2025-01-31","Website","GreenJuice","1","45000","0","FreeOngkir","1","15000","0.0","45000.0","1","subscription","2024-12-01","CMP0034",NULL,NULL,NULL,NULL,NULL,NULL
"O0351","C458","2025-01-02","Website","BerryBoost","3","105000","0","-","1","5000","0.0","105000.0","1","none","2024-12-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0352","C396","2025-02-26","GrabFood","BerryBoost","2","80000","0","Diskon10%","0","20000","8000.0","72000.0","1","subscription","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0353","C592","2025-03-25","GrabFood","BerryBoost","1","40000","0","-","0","15000","0.0","40000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0354","C268","2025-01-14","Website","BerryBoost","2","70000","0","Diskon20%","1","5000","14000.0","56000.0","0","subscription","2024-11-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0355","C347","2025-03-18","Gym","GreenJuice","3","105000","0","-","0","20000","0.0","105000.0","1","subscription","2024-12-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0356","C161","2025-01-07","Website","BerryBoost","1","40000","0","-","1","15000","0.0","40000.0","1","discount","2024-12-06",NULL,NULL,"5","Sesuai deskripsi",NULL,NULL,NULL
"O0357","C677","2025-02-06","Website","BerryBoost","1","40000","0","-","0","15000","0.0","40000.0","0","subscription","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0358","C004","2025-02-24","Website","TropicalCleanse","3","135000","0","FreeOngkir","0","15000","0.0","135000.0","0","none","2024-12-31",NULL,NULL,"3","Kurang manis",NULL,NULL,NULL
"O0359","C084","2025-03-02","GrabFood","GreenJuice","2","80000","0","-","0","20000","0.0","80000.0","0","none","2024-12-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0360","C190","2025-02-17","GrabFood","GreenJuice","1","40000","0","Diskon10%","0","15000","4000.0","36000.0","0","subscription","2024-11-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0361","C578","2025-01-08","Website","TropicalCleanse","3","105000","0","Diskon10%","0","10000","10500.0","94500.0","0","none","2024-11-29",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0362","C567","2025-01-08","GrabFood","TropicalCleanse","2","90000","0","FreeTrial","0","10000","0.0","90000.0","1","subscription","2024-11-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0363","C488","2025-02-08","Website","TropicalCleanse","1","45000","0","Diskon20%","0","10000","9000.0","36000.0","0","subscription","2024-11-07",NULL,NULL,"1","Botol bocor",NULL,NULL,NULL
"O0364","C124","2025-02-27","Website","BerryBoost","1","35000","0","Diskon10%","1","20000","3500.0","31500.0","0","discount","2024-11-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0365","C207","2025-03-22","Website","TropicalCleanse","2","80000","0","FreeTrial","0","20000","0.0","80000.0","0","subscription","2024-11-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0366","C570","2025-02-20","GoFood","GreenJuice","3","120000","0","FreeOngkir","1","20000","0.0","120000.0","0","none","2024-12-15",NULL,NULL,"5","Botol bocor",NULL,NULL,NULL
"O0367","C116","2025-02-23","Website","TropicalCleanse","3","135000","0","FreeTrial","1","5000","0.0","135000.0","0","discount","2024-12-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0368","C293","2025-03-10","GrabFood","GreenJuice","2","80000","0","Diskon20%","0","10000","16000.0","64000.0","1","none","2024-11-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0369","C283","2025-02-21","Website","TropicalCleanse","3","135000","0","Diskon10%","1","10000","13500.0","121500.0","0","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0370","C051","2025-03-02","Gym","GreenJuice","1","40000","0","Diskon10%","0","20000","4000.0","36000.0","1","discount","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0371","C101","2025-01-30","Website","TropicalCleanse","2","80000","0","Diskon10%","0","10000","8000.0","72000.0","0","none","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0372","C453","2025-01-28","Gym","GreenJuice","3","120000","0","-","1","10000","0.0","120000.0","0","subscription","2024-11-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0373","C068","2025-02-09","GrabFood","GreenJuice","1","45000","0","FreeOngkir","0","10000","0.0","45000.0","0","subscription","2024-11-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0374","C060","2025-02-01","Website","BerryBoost","2","90000","0","Diskon10%","0","20000","9000.0","81000.0","1","none","2024-11-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0375","C651","2025-01-16","GoFood","BerryBoost","2","80000","0","FreeOngkir","1","15000","0.0","80000.0","0","subscription","2024-12-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0376","C353","2025-01-21","GrabFood","GreenJuice","3","135000","0","FreeOngkir","0","10000","0.0","135000.0","1","discount","2024-12-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0377","C227","2025-03-24","Website","BerryBoost","2","90000","0","FreeOngkir","1","5000","0.0","90000.0","1","subscription","2024-11-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0378","C486","2025-01-17","GoFood","TropicalCleanse","1","35000","0","-","0","15000","0.0","35000.0","0","subscription","2024-11-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0379","C434","2025-02-18","GrabFood","GreenJuice","2","70000","0","-","1","20000","0.0","70000.0","0","subscription","2024-11-19","CMP0016",NULL,NULL,NULL,NULL,NULL,NULL
"O0380","C599","2025-01-14","Website","TropicalCleanse","2","90000","0","Diskon20%","0","5000","18000.0","72000.0","1","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0381","C494","2025-01-09","Website","GreenJuice","3","120000","0","FreeOngkir","1","15000","0.0","120000.0","1","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0382","C193","2025-01-20","GoFood","BerryBoost","1","45000","0","Diskon10%","0","5000","4500.0","40500.0","1","discount","2024-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0383","C672","2025-03-05","Gym","GreenJuice","2","80000","0","FreeOngkir","1","10000","0.0","80000.0","0","subscription","2024-12-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0384","C352","2025-01-29","GoFood","TropicalCleanse","2","90000","0","Diskon10%","0","10000","9000.0","81000.0","0","none","2024-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0385","C301","2025-01-13","GoFood","TropicalCleanse","2","90000","0","-","0","15000","0.0","90000.0","1","discount","2024-12-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0386","C671","2025-01-12","Website","BerryBoost","3","120000","0","-","0","15000","0.0","120000.0","1","subscription","2024-12-22",NULL,NULL,"4","Rekomended!",NULL,NULL,NULL
"O0387","C475","2025-01-16","GoFood","TropicalCleanse","3","135000","0","FreeOngkir","1","5000","0.0","135000.0","0","discount","2024-11-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0388","C698","2025-02-18","GoFood","GreenJuice","1","35000","0","FreeOngkir","0","20000","0.0","35000.0","1","discount","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0389","C147","2025-02-10","GrabFood","BerryBoost","1","40000","0","FreeTrial","0","5000","0.0","40000.0","1","none","2024-11-29","CMP0020",NULL,NULL,NULL,NULL,NULL,NULL
"O0390","C005","2025-02-27","Website","BerryBoost","3","105000","0","-","0","20000","0.0","105000.0","1","none","2024-11-19",NULL,NULL,"4","Seger pol!",NULL,NULL,NULL
"O0391","C649","2025-02-24","GoFood","GreenJuice","2","70000","0","FreeOngkir","0","5000","0.0","70000.0","0","discount","2024-11-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0392","C330","2025-03-09","Website","TropicalCleanse","1","45000","0","FreeOngkir","1","15000","0.0","45000.0","0","discount","2024-11-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0393","C133","2025-01-14","Website","TropicalCleanse","2","70000","0","FreeOngkir","1","20000","0.0","70000.0","0","subscription","2024-11-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0394","C533","2025-03-18","GoFood","GreenJuice","3","105000","0","FreeTrial","0","10000","0.0","105000.0","1","subscription","2024-12-29","CMP0046",NULL,NULL,NULL,NULL,NULL,NULL
"O0395","C169","2025-02-21","Website","BerryBoost","3","105000","0","FreeOngkir","0","5000","0.0","105000.0","0","none","2024-11-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0396","C376","2025-03-25","GrabFood","GreenJuice","3","120000","0","Diskon20%","0","5000","24000.0","96000.0","0","none","2024-12-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0397","C678","2025-01-14","GoFood","BerryBoost","1","45000","0","Diskon10%","0","15000","4500.0","40500.0","0","none","2024-11-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0398","C486","2025-03-31","Website","TropicalCleanse","3","135000","0","Diskon10%","0","15000","13500.0","121500.0","0","subscription","2024-11-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0399","C638","2025-03-19","GrabFood","GreenJuice","1","45000","0","FreeOngkir","0","5000","0.0","45000.0","0","discount","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0400","C510","2025-01-26","GoFood","GreenJuice","3","105000","0","Diskon10%","0","20000","10500.0","94500.0","1","subscription","2025-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0401","C213","2025-03-30","Gym","GreenJuice","1","35000","0","FreeOngkir","0","20000","0.0","35000.0","1","discount","2024-11-30",NULL,NULL,"2","Kurang manis",NULL,NULL,NULL
"O0402","C153","2025-01-12","GrabFood","BerryBoost","3","135000","0","FreeOngkir","0","15000","0.0","135000.0","1","subscription","2024-11-22",NULL,NULL,"4","Kemasan oke",NULL,NULL,NULL
"O0403","C271","2025-03-01","Website","BerryBoost","1","40000","0","-","0","5000","0.0","40000.0","1","none","2024-12-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0404","C098","2025-01-06","Website","BerryBoost","3","135000","0","Diskon10%","0","15000","13500.0","121500.0","0","subscription","2024-11-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0405","C096","2025-02-17","GrabFood","BerryBoost","1","40000","0","Diskon10%","1","20000","4000.0","36000.0","1","discount","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0406","C432","2025-03-25","GrabFood","BerryBoost","1","35000","0","FreeOngkir","1","10000","0.0","35000.0","0","discount","2024-11-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0407","C107","2025-02-23","Gym","GreenJuice","3","135000","0","Diskon20%","1","5000","27000.0","108000.0","0","subscription","2024-11-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0408","C134","2025-03-03","Gym","BerryBoost","2","80000","0","FreeOngkir","0","10000","0.0","80000.0","1","subscription","2024-11-22",NULL,NULL,"3","Kurang manis",NULL,NULL,NULL
"O0409","C686","2025-02-13","GoFood","TropicalCleanse","3","135000","0","-","0","15000","0.0","135000.0","0","subscription","2024-11-20",NULL,NULL,"3","Sesuai deskripsi",NULL,NULL,NULL
"O0410","C680","2025-03-28","GoFood","BerryBoost","3","135000","0","Diskon20%","0","20000","27000.0","108000.0","0","discount","2024-12-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0411","C508","2025-01-22","Website","GreenJuice","2","70000","0","FreeOngkir","0","20000","0.0","70000.0","0","subscription","2024-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0412","C413","2025-01-31","Website","GreenJuice","3","120000","0","Diskon10%","0","20000","12000.0","108000.0","0","none","2024-12-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0413","C670","2025-01-03","Website","GreenJuice","1","45000","0","-","1","15000","0.0","45000.0","1","subscription","2024-11-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0414","C521","2025-03-13","Website","TropicalCleanse","2","80000","0","FreeOngkir","0","20000","0.0","80000.0","0","subscription","2024-12-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0415","C340","2025-03-13","GrabFood","TropicalCleanse","2","90000","0","-","0","10000","0.0","90000.0","0","none","2024-12-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0416","C003","2025-02-13","Website","TropicalCleanse","2","90000","0","-","0","10000","0.0","90000.0","1","none","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0417","C505","2025-01-18","GrabFood","TropicalCleanse","3","120000","0","Diskon20%","0","20000","24000.0","96000.0","0","none","2024-11-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0418","C221","2025-02-28","GrabFood","BerryBoost","3","120000","0","Diskon10%","1","5000","12000.0","108000.0","0","subscription","2024-12-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0419","C462","2025-02-28","GoFood","TropicalCleanse","1","40000","0","-","0","20000","0.0","40000.0","1","subscription","2024-11-27",NULL,NULL,"3","Botol bocor",NULL,NULL,NULL
"O0420","C600","2025-03-03","Gym","BerryBoost","3","135000","0","-","0","15000","0.0","135000.0","0","subscription","2024-11-14",NULL,NULL,"4","Botol bocor",NULL,NULL,NULL
"O0421","C517","2025-02-19","GoFood","TropicalCleanse","3","105000","0","FreeTrial","1","20000","0.0","105000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0422","C137","2025-01-18","GoFood","TropicalCleanse","3","135000","0","-","1","10000","0.0","135000.0","0","subscription","2024-11-28",NULL,NULL,"5","Sesuai deskripsi",NULL,NULL,NULL
"O0423","C206","2025-01-27","GoFood","GreenJuice","3","120000","0","FreeOngkir","1","10000","0.0","120000.0","0","subscription","2024-11-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0424","C516","2025-03-11","GoFood","GreenJuice","3","105000","0","Diskon20%","0","20000","21000.0","84000.0","0","none","2024-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0425","C691","2025-03-10","Website","GreenJuice","1","45000","0","Diskon10%","0","5000","4500.0","40500.0","0","none","2024-11-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0426","C205","2025-02-04","GrabFood","BerryBoost","2","90000","0","-","0","15000","0.0","90000.0","0","discount","2024-11-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0427","C209","2025-03-11","Website","GreenJuice","1","45000","0","-","1","20000","0.0","45000.0","1","subscription","2024-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0428","C244","2025-03-07","GrabFood","TropicalCleanse","2","90000","0","FreeTrial","0","15000","0.0","90000.0","1","discount","2024-11-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0429","C566","2025-01-07","Website","GreenJuice","1","45000","0","-","0","10000","0.0","45000.0","1","subscription","2024-11-04",NULL,NULL,"5","Rekomended!",NULL,NULL,NULL
"O0430","C649","2025-03-24","Website","TropicalCleanse","3","135000","0","-","1","15000","0.0","135000.0","0","discount","2024-11-28",NULL,NULL,"5","Sesuai deskripsi",NULL,NULL,NULL
"O0431","C460","2025-01-23","Gym","BerryBoost","1","35000","0","FreeOngkir","0","15000","0.0","35000.0","1","subscription","2024-11-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0432","C570","2025-02-03","Website","TropicalCleanse","2","70000","0","-","0","10000","0.0","70000.0","0","none","2024-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0433","C331","2025-03-18","Website","TropicalCleanse","3","135000","0","-","0","5000","0.0","135000.0","1","discount","2024-12-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0434","C326","2025-03-09","Website","BerryBoost","3","105000","0","FreeOngkir","0","20000","0.0","105000.0","1","none","2024-11-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0435","C095","2025-02-14","Website","BerryBoost","3","120000","0","FreeOngkir","1","20000","0.0","120000.0","0","discount","2024-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"O0436","C575","2025-03-25","Website","TropicalCleanse","2","80000","0","Diskon20%","1","10000","16000.0","64000.0","1","none","2024-11-21",NULL,NULL,"4","Botol bocor",NULL,NULL,NULL
"O0437","C041","2025-03-29","GrabFood","GreenJuice","1","40000","0","-","0","15000","0.0","40000.0","0","none","2024-12-30","CMP0043",NULL,NULL,NULL,NULL,NULL,NULL
